day,trigger,cv,old_consciousness,new_consciousness,adjustment
9,HIGH_VARIANCE,0.11223352779180798,0.7,0.7006116763895903,0.0006116763895903988
9,HIGH_VARIANCE,0.13384290625768006,0.75,0.7513537162503072,0.001353716250307202
10,HIGH_VARIANCE,0.10385697615830095,0.82,0.820115709284749,0.00011570928474902819
10,HIGH_VARIANCE,0.11988547191512473,0.7006116763895903,0.7016059499853465,0.0009942735957562364
10,HIGH_VARIANCE,0.13150357660166698,0.7513537162503072,0.7526138593143739,0.0012601430640666789
11,HIGH_VARIANCE,0.10573845872472955,0.820115709284749,0.8202878630464908,0.00017215376174188626
11,HIGH_VARIANCE,0.11306817716124189,0.7016059499853465,0.7022593588434086,0.0006534088580620941
11,HIGH_VARIANCE,0.11893124367116684,0.7526138593143739,0.7533711090612205,0.0007572497468466733
12,HIGH_VARIANCE,0.11521604735936458,0.8202878630464908,0.8207443444672717,0.0004564814207809373
12,HIGH_VARIANCE,0.10951326090981134,0.7022593588434086,0.7027350218888991,0.0004756630454905667
12,HIGH_VARIANCE,0.12204012075129493,0.7533711090612205,0.7542527138912724,0.0008816048300517971
13,HIGH_VARIANCE,0.10326198891870751,0.8207443444672717,0.820842204134833,9.785966756122518e-05
13,HIGH_VARIANCE,0.11989815847595635,0.7027350218888991,0.703729929812697,0.0009949079237978173
13,HIGH_VARIANCE,0.12159212287664439,0.55,0.5515114486013651,0.0015114486013651073
13,HIGH_VARIANCE,0.11730272826143535,0.7542527138912724,0.7549448230217297,0.000692109130457414
14,HIGH_VARIANCE,0.10237008765892369,0.820842204134833,0.8209133067646007,7.11026297677106e-05
14,HIGH_VARIANCE,0.12187160562590776,0.703729929812697,0.7048235100939924,0.001093580281295388
14,HIGH_VARIANCE,0.12176666057323607,0.5515114486013651,0.5530351148414917,0.0015236662401265245
14,HIGH_VARIANCE,0.11731444415290536,0.7549448230217297,0.7556374007878459,0.0006925777661162142
15,HIGH_VARIANCE,0.12223804003549922,0.7048235100939924,0.7059354120957673,0.0011119020017749607
15,HIGH_VARIANCE,0.1209112202843,0.5530351148414917,0.5544989002613927,0.0014637854199009998
16,HIGH_VARIANCE,0.11504640967371772,0.7059354120957673,0.7066877325794532,0.000752320483685886
16,HIGH_VARIANCE,0.1282075942967152,0.5544989002613927,0.5564734318621628,0.001974531600770063
16,HIGH_VARIANCE,0.11025138402104134,0.7556374007878459,0.7560474561486875,0.00041005536084165353
17,HIGH_VARIANCE,0.10995131099325435,0.8209133067646007,0.8212118460943983,0.00029853932979763035
17,HIGH_VARIANCE,0.11498892915219398,0.7066877325794532,0.7074371790370628,0.0007494464576096989
17,HIGH_VARIANCE,0.13388943935262343,0.5564734318621628,0.5588456926168465,0.00237226075468364
17,HIGH_VARIANCE,0.11028765287948061,0.7560474561486875,0.7564589622638668,0.0004115061151792243
18,HIGH_VARIANCE,0.10134008228945529,0.8212118460943983,0.821252048563082,4.0202468683658566e-05
18,HIGH_VARIANCE,0.13421810267811077,0.5588456926168465,0.5612409598043142,0.0023952671874677535
18,HIGH_VARIANCE,0.11069677492953865,0.7564589622638668,0.7568868332610483,0.0004278709971815459
19,HIGH_VARIANCE,0.10341558204520698,0.821252048563082,0.8213545160244382,0.00010246746135620932
19,HIGH_VARIANCE,0.13430381625467622,0.5612409598043142,0.5636422269421415,0.002401267137827335
20,HIGH_VARIANCE,0.12697687590417664,0.5636422269421415,0.5655306082554339,0.0018883813132923644
21,HIGH_VARIANCE,0.13951686696004678,0.5655306082554339,0.5682967889426371,0.0027661806872032748
22,HIGH_VARIANCE,0.14069094596677448,0.5682967889426371,0.5711451551603114,0.0028483662176742135
23,HIGH_VARIANCE,0.10839913764520455,0.8213545160244382,0.8216064901537944,0.0002519741293561363
23,HIGH_VARIANCE,0.12009394818387868,0.5711451551603114,0.572551731533183,0.0014065763728715074
24,HIGH_VARIANCE,0.1253604252318237,0.572551731533183,0.5743269612994106,0.0017752297662276585
25,HIGH_VARIANCE,0.12370618130140021,0.5743269612994106,0.5759863939905087,0.0016594326910980143
26,HIGH_VARIANCE,0.10337092039437495,0.8216064901537944,0.8217076177656256,0.00010112761183124846
26,HIGH_VARIANCE,0.10558163718955717,0.7074371790370628,0.7077162608965407,0.0002790818594778581
26,HIGH_VARIANCE,0.10949425536272528,0.5759863939905087,0.5766509918658994,0.0006645978753907692
27,HIGH_VARIANCE,0.10098586861518594,0.8217076177656256,0.8217371938240812,2.9576058455577922e-05
27,HIGH_VARIANCE,0.10497186421038775,0.7077162608965407,0.7079648541070601,0.0002485932105193871
27,HIGH_VARIANCE,0.11809876665797385,0.5766509918658994,0.5779179055319575,0.0012669136660581693
28,HIGH_VARIANCE,0.10218673021959608,0.8217371938240812,0.8218027957306691,6.560190658788225e-05
28,HIGH_VARIANCE,0.10647531135595063,0.7079648541070601,0.7082886196748577,0.0003237655677975314
28,HIGH_VARIANCE,0.11581273967756307,0.5779179055319575,0.5790247973093869,0.0011068917774294147
29,HIGH_VARIANCE,0.10893332895358657,0.5790247973093869,0.579650130336138,0.0006253330267510593
30,HIGH_VARIANCE,0.10176357769147631,0.8218027957306691,0.8218557030614133,5.290733074428927e-05
30,HIGH_VARIANCE,0.10430306448591051,0.7082886196748577,0.7085037728991532,0.0002151532242955251
30,HIGH_VARIANCE,0.10950551242638924,0.579650130336138,0.5803155162059852,0.0006653858698472466
31,HIGH_VARIANCE,0.11471303917977463,0.7085037728991532,0.709239424858142,0.0007356519589887312
31,HIGH_VARIANCE,0.10996809946779079,0.5803155162059852,0.5810132831687306,0.0006977669627453551
32,HIGH_VARIANCE,0.12567452714889057,0.709239424858142,0.7105231512155865,0.0012837263574445286
32,HIGH_VARIANCE,0.10654273806609327,0.5810132831687306,0.5814712748333571,0.0004579916646265284
33,HIGH_VARIANCE,0.12739572597261728,0.7105231512155865,0.7118929375142173,0.0013697862986308638
33,HIGH_VARIANCE,0.10224428787296823,0.5814712748333571,0.581628374984465,0.00015710015110777562
34,HIGH_VARIANCE,0.13627393961287873,0.7118929375142173,0.7137066344948613,0.0018136969806439363
34,HIGH_VARIANCE,0.1053738719738518,0.7568868332610483,0.7571017881400024,0.00021495487895407172
35,HIGH_VARIANCE,0.13595701225240567,0.7137066344948613,0.7155044851074815,0.0017978506126202832
35,HIGH_VARIANCE,0.10570461143070296,0.581628374984465,0.5820276977846142,0.00039932280014920706
35,HIGH_VARIANCE,0.10702655108749345,0.7571017881400024,0.7573828501835022,0.00028106204349973794
36,HIGH_VARIANCE,0.12103605479571589,0.7155044851074815,0.7165562878472673,0.0010518027397857942
36,HIGH_VARIANCE,0.10323464577393122,0.5820276977846142,0.5822541229887893,0.00022642520417518535
36,HIGH_VARIANCE,0.10584863435549777,0.7573828501835022,0.7576167955577221,0.00023394537421991045
37,HIGH_VARIANCE,0.12209700137880217,0.7165562878472673,0.7176611379162074,0.001104850068940108
37,HIGH_VARIANCE,0.10362732637835183,0.5822541229887893,0.582508035835274,0.0002539128464846276
37,HIGH_VARIANCE,0.1068951115412286,0.7576167955577221,0.7578926000193712,0.000275804461649144
38,HIGH_VARIANCE,0.1144641045800968,0.7176611379162074,0.7183843431452123,0.0007232052290048398
38,HIGH_VARIANCE,0.10997485069002212,0.7578926000193712,0.7582915940469721,0.00039899402760088464
39,HIGH_VARIANCE,0.12411832140884442,0.7183843431452123,0.7195902592156544,0.0012059160704422209
39,HIGH_VARIANCE,0.10470230766113905,0.7582915940469721,0.7584796863534177,0.00018809230644556196
40,HIGH_VARIANCE,0.10477264681070615,0.7584796863534177,0.7586705922258459,0.00019090587242824586
41,HIGH_VARIANCE,0.10467135173173842,0.7195902592156544,0.7198238268022413,0.0002335675865869205
42,HIGH_VARIANCE,0.11316113378875989,0.7198238268022413,0.7204818834916793,0.0006580566894379942
42,HIGH_VARIANCE,0.1450669876352096,0.7586705922258459,0.7604732717312542,0.0018026795054083833
43,HIGH_VARIANCE,0.10390562508550433,0.8218557030614133,0.8219728718139785,0.00011716875256512965
43,HIGH_VARIANCE,0.11508595090348664,0.7204818834916793,0.7212361810368536,0.0007542975451743317
43,HIGH_VARIANCE,0.1447804554051738,0.7604732717312542,0.7622644899474612,0.0017912182162069523
44,HIGH_VARIANCE,0.12970295965818798,0.7622644899474612,0.7634526083337887,0.0011881183863275192
45,HIGH_VARIANCE,0.12486650653000467,0.7634526083337887,0.7644472685949889,0.0009946602612001866
46,HIGH_VARIANCE,0.12560448349937495,0.7644472685949889,0.7654714479349639,0.0010241793399749977
47,HIGH_VARIANCE,0.11121114410212744,0.8219728718139785,0.8223092061370423,0.0003363343230638231
47,HIGH_VARIANCE,0.12440780716614885,0.7654714479349639,0.7664477602216099,0.000976312286645954
48,HIGH_VARIANCE,0.10728463793364902,0.8223092061370423,0.8225277452750518,0.00021853913800947046
48,HIGH_VARIANCE,0.11652542104765767,0.7664477602216099,0.7671087770635162,0.0006610168419063068
49,HIGH_VARIANCE,0.10561997352884381,0.8225277452750518,0.8226963444809171,0.00016859920586531407
49,HIGH_VARIANCE,0.11755518971947476,0.7671087770635162,0.7678109846522952,0.0007022075887789902
50,HIGH_VARIANCE,0.13385756068313304,0.7678109846522952,0.7691652870796206,0.0013543024273253213
51,LOW_VARIANCE,0.034528966345629186,0.7212361810368536,0.717962629354135,-0.003273551682718541
51,HIGH_VARIANCE,0.12846260014640934,0.7691652870796206,0.770303791085477,0.0011385040058563734
52,HIGH_VARIANCE,0.10010276360052077,0.8226963444809171,0.8226994273889328,3.082908015622915e-06
52,LOW_VARIANCE,0.029641427790306176,0.717962629354135,0.7144447007436503,-0.0035179286104846915
53,HIGH_VARIANCE,0.13902234594909652,0.8226994273889328,0.8238700977674056,0.0011706703784728953
