crew_id,mission_day,consciousness,consciousness_target
CDR-ALPHA,0,0.82,0.82
CDR-ALPHA,10,0.820115709284749,0.82
CDR-ALPHA,11,0.8202878630464908,0.82
CDR-ALPHA,12,0.8207443444672717,0.82
CDR-ALPHA,13,0.820842204134833,0.82
CDR-ALPHA,14,0.8209133067646007,0.82
CDR-ALPHA,17,0.8212118460943983,0.82
CDR-ALPHA,18,0.821252048563082,0.82
CDR-ALPHA,19,0.8213545160244382,0.82
CDR-ALPHA,23,0.8216064901537944,0.82
CDR-ALPHA,26,0.8217076177656256,0.82
CDR-ALPHA,27,0.8217371938240812,0.82
CDR-ALPHA,28,0.8218027957306691,0.82
CDR-ALPHA,30,0.8218557030614133,0.82
CDR-ALPHA,43,0.8219728718139785,0.82
CDR-ALPHA,47,0.8223092061370423,0.82
CDR-ALPHA,48,0.8225277452750518,0.82
CDR-ALPHA,49,0.8226963444809171,0.82
CDR-ALPHA,52,0.8226994273889328,0.82
CDR-ALPHA,53,0.8238700977674056,0.82
CDR-ALPHA,54,0.825022587329087,0.82
CDR-ALPHA,55,0.8262703947722236,0.82
CDR-ALPHA,56,0.8275071322170278,0.82
CDR-ALPHA,57,0.828193406013376,0.82
CDR-ALPHA,58,0.8288201538132058,0.82
CDR-ALPHA,59,0.829035701487992,0.82
CDR-ALPHA,60,0.829316150724065,0.82
CDR-ALPHA,61,0.8295904632526838,0.82
CDR-ALPHA,63,0.8296215635056177,0.82
CDR-ALPHA,64,0.8297981969774574,0.82
CDR-ALPHA,65,0.8300621863855785,0.82
CDR-ALPHA,66,0.8302875172411748,0.82
CDR-ALPHA,68,0.8304181251462575,0.82
CDR-ALPHA,69,0.8308957058690478,0.82
CDR-ALPHA,70,0.831302464460933,0.82
CDR-ALPHA,71,0.831770740430001,0.82
CDR-ALPHA,72,0.8319950494543764,0.82
CDR-ALPHA,77,0.8320050668942506,0.82
CDR-ALPHA,90,0.832911708836905,0.82
CDR-ALPHA,91,0.8335360385816514,0.82
CDR-ALPHA,92,0.8343036994159176,0.82
CDR-ALPHA,93,0.8351444030604585,0.82
CDR-ALPHA,94,0.8359779180014906,0.82
CDR-ALPHA,95,0.8370317346126699,0.82
CDR-ALPHA,96,0.8381015581041369,0.82
CDR-ALPHA,97,0.8391816906340835,0.82
CDR-ALPHA,98,0.8404844175022126,0.82
CDR-ALPHA,99,0.8418013901841964,0.82
CDR-ALPHA,108,0.8401509069059849,0.82
CDR-ALPHA,109,0.8384152757116828,0.82
CDR-ALPHA,130,0.8384550210391977,0.82
